time_s,soc,temp_c,temp_opt_c,brightness,screen_on,cpu_util,net_mode,gps_on,bg_intensity,bg_on,P_obs_W,P_model_W,S_pred
1680.0,0.9147855047016628,25.56642751978625,29.226133562648435,0.8978090347768958,1.0,0.431673775272017,wifi,1.0,0.46153846153846156,0.0,1.0438932623963524,0.9286645899346296,0.9133485074872182
1740.0,0.9131722861685304,29.65350278531966,29.303837057679566,0.866889128172827,1.0,0.4472321065095122,4g,0.0,0.46153846153846156,0.0,1.1796920338612906,0.9023973178568191,0.911978915153997
1800.0,0.91129845226356,27.68660451363414,29.009794776944034,0.5754177386897089,1.0,0.2887044517867315,wifi,0.0,0.23076923076923078,0.0,0.5759352518933331,0.4954673640870738,0.9112316681588161
1860.0,0.910387755628404,30.520232577589223,29.12683259664869,0.7910284641002476,1.0,0.1521410930496684,wifi,0.0,0.15384615384615385,0.0,0.6850322182622863,0.5806964095105371,0.9103536718360036
1920.0,0.9092828762786342,27.43835975154585,28.864972945191496,0.5785939280090884,1.0,0.1447136516370938,wifi,0.0,0.3076923076923077,0.0,0.5547207450585389,0.4765987858126393,0.9096371259884724
1980.0,0.9084087875959248,31.78753855023653,28.605588728165014,0.5558060800933554,1.0,0.3921250050065137,wifi,0.0,0.38461538461538464,0.0,0.623472721833892,0.5463202106104962,0.9088203644693205
2040.0,0.9073897062639809,24.218246273578483,28.07901813865194,0.7702804184757657,1.0,0.1518096231305188,4g,0.0,0.23076923076923078,0.0,0.5244524998094499,0.7148393326529588,0.907763901739834
2100.0,0.9065889668961654,22.592259981928024,27.64818765632306,0.3155492580804651,1.0,0.203014067363621,wifi,0.0,0.46153846153846156,0.0,0.28892257153328255,0.3521675313704612,0.9072483657379062
2160.0,0.9061279054510892,25.70945048584312,27.024561950369502,0.3925507691347086,1.0,0.2714491982874588,wifi,0.0,0.38461538461538464,0.0,0.49556831736943757,0.40303035487772815,0.9066665440978562
2220.0,0.905362862661661,25.9327438059115,26.785450775001067,0.4748014139491199,1.0,0.2427134666446857,wifi,0.0,0.3076923076923077,0.0,0.5172260807347006,0.43399906314777215,0.9060433896336301
2280.0,0.9045639718778524,24.183704217287417,26.630413144257506,0.6780506537966284,1.0,0.2872636751256251,4g,0.0,0.5384615384615384,0.0,0.5072090988429176,0.7185134598668274,0.9050153391848758
2340.0,0.903791550692276,28.24042473330691,26.923142524084668,0.2390235798670961,1.0,0.1,wifi,0.0,0.3076923076923077,0.0,0.2487534904315914,0.2860862356729691,0.9046032835056819
2400.0,0.9033936096652924,28.84864642195187,27.16264838030689,0.4279173269432095,1.0,0.2423166683655261,wifi,0.0,0.5384615384615384,0.0,0.3418178564956094,0.4290646349609224,0.9039819519165481
2460.0,0.9028191907826792,35.90067047537601,27.469193478787794,0.6178787838291299,1.0,0.3732066119068123,4g,0.0,0.15384615384615385,0.0,0.9323868764515256,0.6872538552069977,0.902979884724362
2520.0,0.9012276953458076,20.098740316282367,28.313981006049108,0.7086966305927556,1.0,0.4552381390620899,wifi,0.0,0.46153846153846156,0.0,0.7665584304949328,0.6826999618145556,0.9019657052515263
2580.0,0.900009719636805,32.11552487872503,29.010655990935877,0.6032106837287862,1.0,0.2641232000954747,wifi,0.0,0.3076923076923077,0.0,0.4191602377635248,0.5104591549673905,0.9011958338544119
2640.0,0.899307959934666,35.54885656229812,29.57517760689754,0.7018756232672212,1.0,0.4870990582847586,wifi,0.0,0.3076923076923077,0.0,0.6101725987977893,0.6927770545466742,0.9001382757579609
2700.0,0.8982483702723574,32.14569342292634,30.042544118902775,0.6804068960093844,1.0,0.2478709899340567,4g,0.0,0.23076923076923078,0.0,0.9274725378181045,0.6805480296823384,0.8990890441860773
2760.0,0.896741985579232,23.54578328774461,30.644805612925225,0.7513977233290704,1.0,0.1616752013733561,4g,0.0,0.38461538461538464,0.0,0.5216278881028297,0.7194121831159849,0.8979658063767335
2820.0,0.8959129786329688,40.0,30.9176943056527,0.1350560677095197,1.0,0.3270796262708147,4g,0.0,0.6153846153846154,0.0,0.7652937398336559,0.4400126760255264,0.8972748984767113
2880.0,0.8945527508376526,33.354982336026275,29.577346847851228,0.6367766703810315,1.0,0.3150143163869547,4g,0.0,0.6153846153846154,0.0,0.49620855538809927,0.7126467628996263,0.8961869580335156
2940.0,0.8937002841104534,16.39631313010935,29.140978640924008,0.4834398797174004,1.0,0.4278369733545402,4g,0.0,0.3076923076923077,0.0,0.9063393249926915,0.6615712031521417,0.8951863770522217
3000.0,0.8922138370957157,22.914039147273048,28.008807823896557,0.5986693090737525,1.0,0.1021282432197082,wifi,0.0,0.15384615384615385,0.0,0.3834511089444218,0.47105783464961276,0.8944912749217869
3060.0,0.891606892648912,27.17732170975152,27.082486246328642,0.7033338617296245,1.0,0.1801334143762102,5g,0.0,0.3076923076923077,0.0,0.5152195101702265,0.839365888994693,0.8932779708683727
3120.0,0.8907889017235522,20.96244152641089,27.099729057860074,1.0,1.0,0.1339343318099967,wifi,0.0,0.38461538461538464,0.0,0.7081954158645452,0.7159160528789443,0.8922427122803378
3180.0,0.8896700139333678,36.76135221711812,27.493192417829047,0.4444366624818249,1.0,0.1334136231801256,wifi,0.0,0.15384615384615385,0.0,0.4779697857890953,0.387461684534632,0.8916774620113584
3240.0,0.8888313118669514,32.069319540618025,27.81511698507639,0.744334412808647,1.0,0.1306422343174156,wifi,0.0,0.23076923076923078,0.0,0.6539017154838995,0.5601985789548474,0.890854350037301
3300.0,0.8877742057642095,29.263777537689432,28.078509812824215,0.4119172450864194,1.0,0.3351978007732629,wifi,0.0,0.15384615384615385,0.0,0.34153486390592,0.41587242658297846,0.8902397380744619
3360.0,0.8872158932105284,17.59035296058139,27.97631429061036,0.2660441655863199,1.0,0.5647030401394078,4g,0.0,0.38461538461538464,0.0,0.5184777439999184,0.6821553680865984,0.8892338570060956
3420.0,0.8863201498721962,27.51643444064804,27.892699772435392,0.9392912736580076,1.0,0.3316526200803927,4g,0.0,0.3076923076923077,0.0,1.1620065801657502,0.8587302572825125,0.8879699397425203
3480.0,0.8845096275667365,19.85203507011836,27.35628362927264,0.6615603537784118,1.0,0.1,4g,0.0,0.38461538461538464,0.0,0.9064078088118804,0.6654743074308291,0.887002071830542
3540.0,0.8830136684714612,31.58795789896525,26.917397693957657,0.7103727310619001,1.0,0.600836106845993,4g,1.0,0.46153846153846156,0.0,1.3807047784131465,1.1430382682083733,0.885355944649132
3600.0,0.88080535785096,24.942410985040254,26.558309201427218,0.5683797019859602,1.0,0.420988987187053,wifi,1.0,0.23076923076923078,0.0,0.6193013982672597,0.7176777737157353,0.8843307724334722
3660.0,0.8798462706927301,21.24157697191833,26.78862708253412,0.3186677806303555,1.0,0.1615150130833643,4g,0.0,0.38461538461538464,0.0,0.7493474935359193,0.48001944847321504,0.883641490352425
3720.0,0.8786738253643308,27.82505754751519,26.977068985257947,0.7215133728662717,1.0,0.1,wifi,0.0,0.23076923076923078,0.0,0.4662091426679345,0.5459575297893835,0.8828541796217293
3780.0,0.8779204456727487,37.06224278998464,27.13124872385017,0.954160127127102,1.0,0.2059549413318349,wifi,0.0,0.3076923076923077,0.0,0.6686213307667965,0.691855555234805,0.881853004949513
3840.0,0.876772819284875,32.0924236731927,28.033280532821536,0.5851133141799907,1.0,0.3931008146326017,wifi,0.0,0.5384615384615384,0.0,0.4801227343248868,0.5771875336819342,0.8810008364886915
3900.0,0.8759799807328086,26.933638120171043,28.835984795602563,0.6267695308492,1.0,0.3669959597275628,5g,0.0,0.38461538461538464,0.0,0.5293040980391333,0.8613526272312904,0.8797066415814366
3960.0,0.8751633258814692,33.159222697343175,29.428064591528038,0.5131007545135369,1.0,0.2536241814797041,wifi,0.0,0.3076923076923077,0.0,0.3680689398780358,0.4578365317410353,0.8790099216579134
4020.0,0.874540019151868,32.44815397811718,28.974532505826765,0.3028879253926055,1.0,0.3400575398803888,wifi,0.0,0.46153846153846156,0.0,0.4963365901836716,0.3858690043374594,0.8784284095843296
4080.0,0.8737181728504247,21.277747444828613,28.32685964030533,0.4965423099799255,1.0,0.511402116027837,wifi,0.0,0.46153846153846156,0.0,0.5262309962354081,0.6171534794201347,0.8775113437377704
4140.0,0.8728852826300981,24.16101217447936,27.701184708955918,0.4162696107031603,1.0,0.1493788849871898,wifi,0.0,0.46153846153846156,0.0,0.48760780659425634,0.4012645547637915,0.8769232434442793
4200.0,0.8721253036727983,25.41233174545888,27.18926885603367,0.7968644796953167,1.0,0.2679016733661736,4g,0.0,0.5384615384615384,0.0,0.5853694181906289,0.778351061263586,0.875795433965141
4260.0,0.8712250244289766,24.88564751788358,26.86618938138371,0.4802151206881328,1.0,0.3833065225210362,wifi,0.0,0.5384615384615384,0.0,0.5905926074486704,0.5133374546431106,0.8750570144427793
4320.0,0.8703315897522241,29.429326953624525,27.332214394518402,0.4895553911438057,1.0,0.3949397726633266,wifi,0.0,0.3076923076923077,0.0,0.4169691964344734,0.5043604960777287,0.8743238656714951
4380.0,0.8696511971609537,38.05102269383175,28.199522851149023,0.666891357997405,1.0,0.3987816409009245,wifi,0.0,0.3076923076923077,0.0,0.5178217262648184,0.6048455971704619,0.8734275930788622
4440.0,0.8687491404626094,32.10241090598682,28.90913886111953,0.4964777401927657,1.0,0.3335681927458347,4g,0.0,0.7692307692307693,0.0,0.43767872396741225,0.6567976348557342,0.8724391828071155
4500.0,0.868012378296112,33.84647795222836,29.489733778368127,0.7014548062214595,1.0,0.460001203438373,4g,0.0,0.3076923076923077,0.0,0.6056365417285904,0.8071863405398118,0.8712092158167785
4560.0,0.8670007503056547,32.08876347938025,29.962284633097603,0.8413017933016713,1.0,0.1774596493519145,wifi,0.0,0.07692307692307693,0.0,0.5521713462023797,0.6041933698197315,0.870279280358416
4620.0,0.8661126658661689,28.449780740633948,29.939234942341734,0.3021213880701387,1.0,0.3036963147642876,wifi,0.0,0.5384615384615384,0.0,0.3160668880045478,0.3775995291245361,0.8696983865123642
4680.0,0.8655917414250754,29.83551133394033,29.66842508748577,0.5107132770898943,1.0,0.3291134989347461,wifi,1.0,0.23076923076923078,0.0,0.5376095140527186,0.6345432496547466,0.8687278013122927
4740.0,0.8647383105926817,17.82379879687248,29.446853388058162,0.4948389225374086,1.0,0.2803442389501506,4g,0.0,0.46153846153846156,0.0,0.3968394443382245,0.6079354063005863,0.8678022946811095
4800.0,0.8640573378483764,26.79381971071835,28.96448362854183,0.8243706378853697,1.0,0.4965815737038319,wifi,0.0,0.5384615384615384,0.0,0.7240651148208441,0.790680350006782,0.8666109823986732
4860.0,0.8629466268141314,35.2188230203663,28.569817461664833,0.6704110793028594,1.0,0.1122690863714333,4g,0.0,0.5384615384615384,0.0,0.47261854186791663,0.6849780011640674,0.8655877209160143
4920.0,0.8621125579874925,20.04297676251856,28.655653203132637,0.8498403534975068,1.0,0.3737106850529246,wifi,0.0,0.3076923076923077,0.0,0.8060855172943927,0.6912893438321981,0.8645531018553353
4980.0,0.8608110768436203,32.97876118340678,28.725882446151747,0.7129402125072312,1.0,0.2048092447059964,wifi,1.0,0.5384615384615384,0.0,0.8104023585767123,0.7389566716291194,0.8634454540534626
5040.0,0.8595103064827373,29.04191403973776,28.69802506159276,0.4066047713741574,1.0,0.292843296578703,wifi,0.0,0.3076923076923077,0.0,0.3327580199628122,0.41049529418063896,0.8628305202221369
5100.0,0.8589711294320967,24.590078760011007,28.760550330346394,0.1916530263151418,1.0,0.2629233926219104,wifi,0.0,0.38461538461538464,0.0,0.43680431183140794,0.2894972079171915,0.862396256487775
5160.0,0.8582530729012386,28.57266683107732,28.726389694115653,0.6551021124696506,1.0,0.1802182026590726,4g,0.0,0.46153846153846156,0.0,0.9137810159018531,0.6753142723199421,0.8613839933492626
5220.0,0.856833423510078,34.58639113365593,28.628867457156623,0.7900290941997663,1.0,0.2703070310147504,4g,0.0,0.07692307692307693,0.0,0.5508578634591593,0.7330713633817284,0.8602874796236074
5280.0,0.8558781644529936,28.190017390841,28.61864916150584,0.4697163992771103,1.0,0.2274171248918517,4g,0.0,0.46153846153846156,0.0,0.8215471172112192,0.5805322521129646,0.8594193237768356
5340.0,0.8545937000760929,22.88603717400797,28.54071611229405,0.6240062653436522,1.0,0.3920276959095625,wifi,0.0,0.6153846153846154,0.0,0.6770354783484259,0.6050808007274701,0.8585159900887207
5400.0,0.8535412457662555,34.884017464394645,28.3997490201686,0.6448903637119944,1.0,0.4570647453918232,wifi,0.0,0.5384615384615384,0.0,0.5616185901354837,0.6559340225406789,0.8575397433470145
5460.0,0.8525460892572508,24.57194859459096,27.70378530642721,0.7554032191514578,1.0,0.360243825823721,4g,0.0,0.5384615384615384,0.0,1.0410829800055965,0.7916062232786165,0.8563794845956699
5520.0,0.8509749574369827,27.76539710560408,27.714987451732092,0.8297531400744207,1.0,0.1,wifi,0.0,0.3076923076923077,0.0,0.7218053312624133,0.6128642174853816,0.8554809851196183
5580.0,0.8498613608261006,21.58503887905715,27.143525841342793,0.6954081654446242,1.0,0.3115232836590383,wifi,0.0,0.3076923076923077,0.0,0.4923333991103989,0.5769855815059962,0.8546458068864942
5640.0,0.8490619077757771,28.241925591429016,27.256593343935755,0.5356729897565234,1.0,0.6115121975341261,4g,0.0,0.23076923076923078,0.0,0.6768692931600175,0.8811445306237712,0.8533671236365956
5700.0,0.8479781275362946,22.825225677339336,26.450890131827315,0.4624913097320817,1.0,0.2803626040845376,4g,0.0,0.07692307692307693,0.0,0.8069808768713918,0.5548924342433105,0.8525764214138444
5760.0,0.8467364117969294,33.54091408368758,26.674238883683262,0.7832655349404962,1.0,0.3519732713846989,wifi,0.0,0.15384615384615385,0.0,0.5624760347800825,0.6291072941238665,0.8516753970246247
5820.0,0.8457343189385006,22.73292218413172,26.8569787715654,0.3920188145748938,1.0,0.3919160857593854,5g,0.0,0.7692307692307693,0.0,1.1738286250780776,0.7808081172966854,0.8505524633359924
5880.0,0.8439467432879133,27.67930826703504,27.219067897055346,0.8211051865915968,1.0,0.478054545834057,wifi,0.0,0.3076923076923077,0.0,0.6889287397824176,0.750423108437975,0.8494643936177927
5940.0,0.842880934993008,30.109603771176424,27.51532263609257,0.665752482060696,1.0,0.3482035823175409,wifi,0.0,0.6153846153846154,0.0,0.508898861242682,0.6044648708857249,0.8485821323052875
6000.0,0.8420520615661543,28.848468961760094,27.987010115198725,0.565385635143226,1.0,0.3023368571372201,wifi,0.0,0.38461538461538464,0.0,0.5851929589540263,0.5086769613005351,0.847831879176242
6060.0,0.8411117299715066,35.66989060424783,28.372936234467396,0.4599768253589983,1.0,0.4634497297524692,wifi,0.0,0.15384615384615385,0.0,0.6139490949985951,0.5238250317335821,0.8470527109716237
6120.0,0.8401000187125653,31.794642948933827,28.459396730338796,0.3686511549896102,1.0,0.1,wifi,0.0,0.38461538461538464,0.0,0.2915637635560834,0.3648241659145322,0.8465090244243634
6180.0,0.8396031447509658,27.687034360502388,28.577945249784726,0.6562382847938751,1.0,0.3156301655927814,wifi,0.0,0.23076923076923078,0.0,0.46353167011684715,0.549879792775202,0.8456874354833865
6240.0,0.8388470997724609,23.15400194843117,28.415961451733388,0.7941801463868619,1.0,0.2073830081311352,wifi,0.0,0.3076923076923077,0.0,0.7046089717304342,0.6035989286216826,0.844788762489696
6300.0,0.8377439736830631,29.11141358729142,28.283429253327746,0.7102074604485075,1.0,0.576993975124571,wifi,0.0,0.38461538461538464,0.0,0.722594466309944,0.8050368931780688,0.8435936460651494
6360.0,0.8366171506153449,24.40796367215401,28.433971859502957,0.6244595006064567,1.0,0.3814947043554582,4g,0.0,0.46153846153846156,0.0,0.5110201753196301,0.7236735714873864,0.8425157752180665
6420.0,0.8357621163289055,34.23871036336867,28.557143082737223,0.7789848753888883,1.0,0.2557575482561958,4g,0.0,0.38461538461538464,0.0,1.0085227282480724,0.751113864448979,0.8413940255240664
6480.0,0.8340690867209333,32.881919767310514,29.087660613854887,0.8449168875252286,1.0,0.5435094843448568,wifi,0.0,0.46153846153846156,0.0,0.9562015259368216,0.8451137913150595,0.8401173140801128
6540.0,0.8324938726050995,25.32925825155952,29.777525914483178,0.8208098272966707,1.0,0.3454028023493978,wifi,1.0,0.23076923076923078,0.0,0.9131959502865024,0.8133917203773428,0.838870280307984
6600.0,0.8311365242048195,31.474989503884373,30.086155658010668,0.4701444909867985,1.0,0.1164089599856615,wifi,1.0,0.5384615384615384,0.0,0.4931952303672842,0.595425366292728,0.8379514418700339
6660.0,0.830296076534302,36.634169211093806,29.911711678089695,0.9893085675029532,1.0,0.2609252157091916,wifi,0.0,0.3076923076923077,0.0,0.7134176140074031,0.7231701713334722,0.8368395741354827
6720.0,0.8290753335461692,28.37593543803093,29.768984785427083,0.9166930050768188,1.0,0.2539829410692944,wifi,0.0,0.46153846153846156,0.0,0.6551469155920124,0.6952475130683717,0.8357738636541457
6780.0,0.8279886874340284,29.12671376844533,29.521741514029035,0.8454100119940304,1.0,0.1876231139056304,4g,0.0,0.23076923076923078,0.0,1.036849053218613,0.760483618365393,0.83461426946616
6840.0,0.8264217805670555,28.409146792737825,29.31341313657483,0.44280210789841,1.0,0.1003150569663332,wifi,0.0,0.6153846153846154,0.0,0.3354579896640976,0.42694805914788936,0.8339661461435977
6900.0,0.8258693405439703,26.548627279056745,28.810724798844266,0.5802220693617715,1.0,0.4378614724481652,4g,0.0,0.23076923076923078,0.0,0.5082464722230059,0.7154871673868249,0.8328917038591022
6960.0,0.8250719826112829,15.37140683198756,28.15091208321227,0.3926848167287405,1.0,0.4969602773383072,5g,0.0,0.46153846153846156,0.0,0.5172529282565572,0.8352826093105671,0.8316552851853511
7020.0,0.8241901202029307,23.03843366981953,27.480967379702605,0.6127913573821866,1.0,0.2442430645060648,wifi,0.0,0.5384615384615384,0.0,0.6046247787877221,0.5317824458804206,0.8308797032842766
7080.0,0.8232760216068251,25.181754862868285,26.932830804103787,0.3580610514317784,1.0,0.3899893094994306,4g,0.0,0.23076923076923078,0.0,0.37542748628271183,0.5602014898533395,0.8300726574998896
7140.0,0.8226793775577809,24.466216213909117,26.60276120269699,0.5178137687401632,1.0,0.244916367606751,wifi,1.0,0.6153846153846154,0.0,0.5382420507158082,0.6460690825099743,0.8291488414770221
7200.0,0.8218352160202368,25.1174479963664,26.332704256091425,0.5742985038288388,1.0,0.4484054157423197,wifi,0.0,0.23076923076923078,0.0,0.6632254361278462,0.5817587630457832,0.8283220912238729
7260.0,0.8208269943372594,29.95902002701273,26.111748572505057,0.1,0.0,0.2180633327621275,wifi,1.0,0.46153846153846156,1.0,0.5685911212557071,0.4518561846906619,0.8276831946363138
7320.0,0.8199109857905277,24.654636306700414,26.122956512674946,0.8393143003328982,1.0,0.2762205640459544,wifi,0.0,0.46153846153846156,0.0,0.5961650558749195,0.6586119849751757,0.8267517181748527
7380.0,0.8189675023917651,37.13004856773468,26.13212664554122,0.8079809374792153,1.0,0.2091576690394703,wifi,1.0,0.5384615384615384,0.0,0.7105294417579596,0.7922659253738483,0.8256309784121103
7440.0,0.8177923624721273,26.17339224343945,26.139629481522714,0.3617419721424387,1.0,0.3094028095330309,4g,0.0,0.07692307692307693,0.0,0.32720496684146283,0.5091295711967994,0.8249106392716391
7500.0,0.8172744157381808,23.141929807446743,27.68532788656318,0.6369360611729816,1.0,0.1,wifi,0.0,0.15384615384615385,0.0,0.406060022090825,0.4921403672817944,0.824189603545275
7560.0,0.8165515605868401,34.64097070924529,28.022001632469056,0.8371408309325994,1.0,0.40784299659976,wifi,1.0,0.46153846153846156,0.0,0.9766120747722319,0.878536291600405,0.8228928413726864
7620.0,0.8149573602252062,38.825011724505416,28.297461970028408,0.711246001880132,1.0,0.3683831658122411,wifi,0.0,0.5384615384615384,0.0,0.5443071987885314,0.6328215734505068,0.8219530982329816
7680.0,0.8139815803761034,29.537033489045506,29.450827195340565,0.7113641681549996,1.0,0.2684444762158431,wifi,0.0,0.38461538461538464,0.0,0.6636272452017313,0.5785268416847573,0.8210722877632132
7740.0,0.812924635067735,25.08461280715531,29.466501066923282,0.7631474425078594,1.0,0.4290710232539618,4g,0.0,0.5384615384615384,0.0,0.6396095651786999,0.8382854421798354,0.8197955661067247
7800.0,0.811879372747226,39.50205042723485,29.45257638633969,0.665254934169337,1.0,0.3045467486241513,4g,0.0,0.46153846153846156,0.0,0.949998389102214,0.7103754984505138,0.8187139748909371
7860.0,0.8102550523655323,28.392146995093213,29.259771042476693,0.8150866126210076,1.0,0.1,wifi,0.0,0.3076923076923077,0.0,0.5402257693155145,0.6047510324269927,0.8177969946896476
7920.0,0.8092884129247445,29.38991532371354,29.28343363906521,0.7656909031390213,1.0,0.1609930346261727,5g,0.0,0.46153846153846156,0.0,1.286965371760769,0.885723407844419,0.8164532963836443
7980.0,0.8073020929210879,22.46845909385829,29.302793945364904,0.8909621289983485,1.0,0.1,wifi,0.0,0.6923076923076923,0.0,0.7973604873484496,0.6818783319006796,0.8154184146885569
8040.0,0.8060201710693493,38.30751788318199,29.502340119013724,0.294868737085981,1.0,0.4893876155140773,4g,0.0,0.3076923076923077,0.0,0.8876220737739134,0.6084017970912238,0.8144911004089659
8100.0,0.8044973207011968,30.962634746005914,29.75351288482311,0.8416732461186285,1.0,0.4536093788717193,wifi,0.0,0.07692307692307693,0.0,0.6691746410681445,0.7197780744362915,0.8133881503353533
8160.0,0.8034225743904994,30.40029790043341,29.95901787503079,0.8231804106730722,1.0,0.2026101632886113,4g,0.0,0.3076923076923077,0.0,0.5763225169357796,0.7574694889538754,0.812222382617789
8220.0,0.802528464341707,30.88379033096536,30.069741994634022,0.3269075955615639,1.0,0.3284771754318696,wifi,0.0,0.38461538461538464,0.0,0.32343449119476625,0.3870204778934379,0.8116253534527327
8280.0,0.8019479886149184,30.568000532848583,30.160334456127575,0.5022301156427451,1.0,0.1320573850066483,wifi,1.0,0.46153846153846156,0.0,0.6741357914293811,0.6070974277736749,0.810687038878245
8340.0,0.8008750743686297,15.0,30.23445556098594,0.4934598320676177,1.0,0.1245124746434568,wifi,0.0,0.46153846153846156,0.0,0.5194486312951409,0.44211973517413317,0.8100026441847211
8400.0,0.7998255302144335,32.567923131166246,30.2951001013246,0.7532160556769381,1.0,0.4840399835826461,5g,1.0,0.3076923076923077,0.0,1.563153172054181,1.1680316204416992,0.8081922456769762
